,0
1102,"SZ000523,SW:140,up[5-3]_Wupoutout,SD:411,up[4-2]_Dupoutout"
1103,"SZ000820,SW:230,do[3-3]_Wdooutout,SD:140,do[3-2]_Ddooutout"
1104,"SZ002758,SW:140,up[1-3]_Wupoutout,SD:411,do[7-2]_Ddooutin"
1105,"SZ002244,SW:421,up[3-5]_Wupinout,SD:320,do[3-2]_Ddooutout"
1106,"SZ002782,SW:140,up[2-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
1107,"SZ000088,SW:240,up[6-2]_Wupoutout,SD:141,do[7-1]_Ddooutout"
1108,"SZ000909,SW:140,do[3-2]_Wdooutout,SD:411,do[4-5]_Ddooutout"
1109,"SZ002078,SW:230,up[10-3]_Wupoutout,SD:140,up[3-1]_Dupoutout"
1110,"SZ002696,SW:240,do[2-5]_Wdooutout,SD:241,do[4-4]_Ddooutout"
1111,"SZ002239,SW:140,up[6-5]_Wupoutout,SD:411,do[8-1]_Ddooutin"
1112,"SZ002020,SW:421,up[6-1]_Wupoutout,SD:321,up[2-1]_Dupoutout"
1113,"SZ000721,SW:140,do[3-1]_Wdooutout,SD:411,do[1-2]_Ddoinin"
1114,"SZ002488,SW:411,up[7-5]_Wupinin,SD:411,do[1-3]_Ddoinin"
1115,"SZ000861,SW:140,up[8-5]_Wupinout,SD:241,up[2-3]_Dupoutout"
1116,"SZ000419,SW:140,up[11-3]_Wupoutout,SD:411,do[8-1]_Ddooutin"
1117,"SZ000407,SW:240,do[2-3]_Wdooutout,SD:411,do[5-1]_Ddooutin"
1118,"SZ000739,SW:140,up[10-2]_Wupoutout,SD:241,do[9-1]_Ddooutout"
1119,"SZ000408,SW:421,do[3-1]_Wdooutout,SD:231,up[8-4]_Dupoutout"
1120,"SZ000900,SW:230,up[4-3]_Wupoutout,SD:411,up[6-5]_Dupoutin"
1121,"SZ002789,SW:140,do[10-8]_Wdooutout,SD:241,do[6-3]_Ddooutout"
1122,"SZ002339,SW:240,up[6-5]_Wupoutout,SD:411,do[8-1]_Ddooutin"
1123,"SZ002728,SW:140,do[3-8]_Wdoinout,SD:241,up[3-1]_Dupoutout"
1124,"SZ000948,SW:411,up[8-3]_Wupinin,SD:411,do[7-1]_Ddooutin"
1125,"SZ002248,SW:411,up[1-3]_Wupoutout,SD:411,do[6-4]_Ddooutin"
1126,"SZ002439,SW:421,up[4-2]_Wupoutout,SD:321,do[7-1]_Ddooutout"
1127,"SZ000960,SW:240,do[2-2]_Wdooutout,SD:411,up[2-2]_Dupoutout"
1128,"SZ002236,SW:230,do[5-5]_Wdooutout,SD:240,do[8-4]_Ddooutout"
1129,"SZ002755,SW:411,up[7-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
1130,"SZ002434,SW:240,do[4-1]_Wdooutout,SD:410,do[2-6]_Ddoinin"
1131,"SZ002709,SW:240,up[8-3]_Wupoutout,SD:411,do[9-1]_Ddooutin"
1132,"SZ002454,SW:140,up[10-3]_Wupoutout,SD:411,up[1-3]_Dupinin"
1133,"SZ002694,SW:230,up[3-2]_Wupoutout,SD:141,up[3-2]_Dupoutout"
1134,"SZ000859,SW:140,up[10-3]_Wupoutout,SD:411,up[2-3]_Dupoutin"
1135,"SZ002135,SW:240,up[11-2]_Wupoutout,SD:411,up[4-9]_Dupoutout"
1136,"SZ000926,SW:230,do[3-1]_Wdooutout,SD:140,up[8-5]_Dupoutout"
1137,"SZ002514,SW:140,do[2-3]_Wdoinout,SD:141,up[15-4]_Dupoutout"
1138,"SZ000006,SW:411,up[8-3]_Wupoutout,SD:421,do[4-2]_Ddooutout"
1139,"SZ000890,SW:140,up[13-4]_Wupoutout,SD:411,do[4-5]_Ddoinin"
1140,"SZ002010,SW:411,up[3-1]_Wupinin,SD:321,do[4-1]_Ddooutout"
1141,"SZ000697,SW:230,up[6-2]_Wupoutout,SD:411,up[2-4]_Dupoutout"
1142,"SZ000968,SW:231,do[4-1]_Wdooutout,SD:321,up[6-5]_Dupoutout"
1143,"SZ002695,SW:240,up[18-5]_Wupoutout,SD:411,do[6-2]_Ddooutin"
1144,"SZ000651,SW:230,up[3-1]_Wupoutout,SD:231,up[1-8]_Dupoutout"
1145,"SZ002107,SW:140,up[12-3]_Wupinout,SD:411,up[1-3]_Dupoutout"
1146,"SZ000757,SW:411,do[2-3]_Wdoinin,SD:230,up[5-2]_Dupoutout"
1147,"SZ002682,SW:140,up[9-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
1148,"SZ002648,SW:230,up[6-7]_Wupoutout,SD:410,do[2-2]_Ddoinin"
1149,"SZ000895,SW:321,up[5-1]_Wupoutout,SD:321,do[9-3]_Ddooutout"
1150,"SZ002262,SW:230,up[7-1]_Wupoutout,SD:411,do[1-1]_Ddoinin"
1151,"SZ002451,SW:320,do[2-5]_Wdooutout,SD:230,up[1-3]_Dupoutout"
1152,"SZ000552,SW:240,do[4-1]_Wdooutout,SD:411,up[9-2]_Dupoutin"
1153,"SZ000862,SW:240,up[3-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
1154,"SZ002766,SW:240,up[9-2]_Wupoutout,SD:411,do[6-4]_Ddooutout"
1155,"SZ000877,SW:230,do[3-1]_Wdooutout,SD:140,do[3-1]_Ddoinout"
1156,"SZ000980,SW:230,do[1-6]_Wdooutout,SD:240,do[6-2]_Ddooutout"
1157,"SZ000819,SW:140,up[11-3]_Wupoutout,SD:411,up[3-3]_Dupinin"
1158,"SZ000712,SW:140,up[8-3]_Wupoutout,SD:411,do[3-3]_Ddooutin"
1159,"SZ000517,SW:240,do[1-5]_Wdooutout,SD:140,up[4-1]_Dupoutout"
1160,"SZ002001,SW:421,do[3-5]_Wdooutout,SD:230,do[3-3]_Ddooutout"
1161,"SZ002737,SW:410,up[2-1]_Wupoutin,SD:411,up[5-9]_Dupoutout"
1162,"SZ002600,SW:320,do[5-2]_Wdooutout,SD:230,do[4-6]_Ddooutout"
1163,"SZ000876,SW:410,do[7-4]_Wdooutin,SD:240,up[3-1]_Dupoutout"
1164,"SZ002266,SW:411,do[4-1]_Wdoinin,SD:411,up[7-3]_Dupinin"
1165,"SZ000933,SW:230,up[9-5]_Wupoutout,SD:411,up[1-3]_Dupinin"
1166,"SZ002688,SW:240,do[3-4]_Wdooutout,SD:140,up[3-2]_Dupoutout"
1167,"SZ002741,SW:140,do[1-1]_Wdooutout,SD:241,do[5-4]_Ddooutout"
1168,"SZ002618,SW:411,do[1-1]_Wdoinin,SD:321,do[10-4]_Ddooutout"
1169,"SZ002238,SW:140,do[1-1]_Wdooutout,SD:241,do[6-2]_Ddooutout"
1170,"SZ000040,SW:230,up[5-1]_Wupoutout,SD:241,up[1-3]_Dupoutout"
1171,"SZ000025,SW:140,up[4-4]_Wupoutout,SD:411,do[5-3]_Ddooutin"
1172,"SZ002689,SW:140,do[3-3]_Wdooutout,SD:140,up[3-3]_Dupoutout"
1173,"SZ000543,SW:140,up[5-3]_Wupoutout,SD:411,up[2-3]_Dupoutin"
1174,"SZ002100,SW:411,do[2-1]_Wdoinin,SD:240,do[1-2]_Ddooutout"
1175,"SZ000950,SW:321,do[12-1]_Wdooutout,SD:420,do[1-2]_Ddooutout"
1176,"SZ002502,SW:411,up[3-1]_Wupinin,SD:411,do[6-2]_Ddooutin"
1177,"SZ002109,SW:240,up[8-3]_Wupoutout,SD:411,up[3-3]_Dupinin"
1178,"SZ002729,SW:240,do[2-2]_Wdooutout,SD:140,do[5-2]_Ddooutout"
1179,"SZ002071,SW:411,up[5-3]_Wupinin,SD:411,do[3-1]_Ddoinin"
1180,"SZ002113,SW:230,up[6-5]_Wupoutout,SD:140,do[3-2]_Ddooutout"
1181,"SZ002635,SW:230,do[1-1]_Wdooutout,SD:241,do[6-2]_Ddooutout"
1182,"SZ000027,SW:140,up[6-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
1183,"SZ002529,SW:140,up[8-5]_Wupoutout,SD:411,do[4-5]_Ddoinin"
1184,"SZ000666,SW:240,up[5-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
1185,"SZ002219,SW:240,do[1-1]_Wdooutout,SD:410,up[6-7]_Dupoutout"
1186,"SZ002585,SW:140,up[10-3]_Wupoutout,SD:411,do[4-5]_Ddooutin"
1187,"SZ000626,SW:140,up[8-4]_Wupoutout,SD:411,do[4-5]_Ddoinin"
1188,"SZ000401,SW:230,up[11-2]_Wupoutout,SD:140,do[9-3]_Ddooutout"
1189,"SZ000703,SW:321,up[1-1]_Wupoutout,SD:421,up[7-6]_Dupoutout"
1190,"SZ000587,SW:140,up[3-3]_Wupoutout,SD:411,up[4-1]_Dupinin"
1191,"SZ000922,SW:411,up[3-3]_Wupinin,SD:421,do[4-5]_Ddooutout"
1192,"SZ000722,SW:140,up[7-2]_Wupoutout,SD:141,up[4-3]_Dupoutout"
1193,"SZ002400,SW:140,do[3-2]_Wdooutout,SD:140,do[3-6]_Ddoinout"
1194,"SZ000423,SW:230,do[6-8]_Wdooutout,SD:241,do[9-3]_Ddooutout"
1195,"SZ000615,SW:240,up[6-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
1196,"SZ002681,SW:140,do[2-1]_Wdooutout,SD:411,up[1-3]_Dupinin"
1197,"SZ000498,SW:240,do[3-1]_Wdooutout,SD:411,do[3-5]_Ddoinin"
1198,"SZ002110,SW:321,do[4-2]_Wdooutout,SD:420,do[2-2]_Ddooutout"
1199,"SZ002281,SW:421,up[4-1]_Wupoutout,SD:231,do[5-3]_Ddooutout"
1200,"SZ000905,SW:230,do[3-8]_Wdooutout,SD:141,do[4-3]_Ddooutout"
1201,"SZ002108,SW:240,up[5-3]_Wupoutout,SD:411,up[3-9]_Dupoutout"
1202,"SZ000045,SW:140,up[3-2]_Wupoutout,SD:411,do[7-1]_Ddooutin"
1203,"SZ000070,SW:140,up[8-2]_Wupoutout,SD:141,up[1-3]_Dupoutout"
1204,"SZ002413,SW:140,up[9-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
1205,"SZ002173,SW:411,do[3-1]_Wdoinin,SD:411,up[3-3]_Dupoutin"
1206,"SZ002002,SW:240,up[3-4]_Wupoutout,SD:411,up[5-7]_Dupoutin"
1207,"SZ002603,SW:240,do[1-4]_Wdooutout,SD:240,do[1-2]_Ddooutout"
1208,"SZ002509,SW:230,do[1-5]_Wdooutout,SD:240,up[4-1]_Dupoutout"
1209,"SZ000610,SW:410,do[2-6]_Wdoinin,SD:240,do[3-7]_Ddooutout"
1210,"SZ000995,SW:411,up[10-8]_Wupoutout,SD:420,do[4-1]_Ddooutout"
1211,"SZ002734,SW:140,up[4-4]_Wupoutout,SD:411,up[3-8]_Dupoutout"
1212,"SZ002495,SW:140,up[8-3]_Wupoutout,SD:411,up[7-1]_Dupinin"
1213,"SZ002365,SW:230,do[4-3]_Wdooutout,SD:240,do[4-4]_Ddooutout"
1214,"SZ000551,SW:140,up[7-3]_Wupoutout,SD:411,up[2-3]_Dupoutout"
1215,"SZ000899,SW:240,up[6-3]_Wupoutout,SD:411,up[2-9]_Dupoutout"
1216,"SZ000416,SW:140,do[4-3]_Wdooutout,SD:240,do[10-1]_Ddooutout"
1217,"SZ002189,SW:411,up[5-4]_Wupoutin,SD:421,do[5-2]_Ddooutout"
1218,"SZ002428,SW:411,up[6-6]_Wupoutout,SD:411,do[4-3]_Ddoinin"
1219,"SZ002467,SW:140,up[8-2]_Wupinout,SD:241,do[7-1]_Ddooutout"
1220,"SZ002148,SW:230,up[13-2]_Wupoutout,SD:241,do[4-4]_Ddooutout"
1221,"SZ002325,SW:140,up[8-2]_Wupoutout,SD:411,up[2-3]_Dupoutin"
1222,"SZ002659,SW:140,up[4-2]_Wupoutout,SD:411,up[3-8]_Dupoutout"
1223,"SZ000529,SW:240,up[8-4]_Wupoutout,SD:411,do[3-5]_Ddooutin"
1224,"SZ002104,SW:411,up[1-3]_Wupinout,SD:411,do[7-1]_Ddooutin"
1225,"SZ000677,SW:141,up[8-5]_Wupoutout,SD:411,up[5-1]_Dupinin"
1226,"SZ000560,SW:230,up[7-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
1227,"SZ000998,SW:321,up[7-1]_Wupoutout,SD:231,do[8-2]_Ddooutout"
1228,"SZ002360,SW:410,do[3-3]_Wdoinin,SD:240,do[7-7]_Ddooutout"
1229,"SZ000612,SW:230,do[1-6]_Wdooutout,SD:240,do[1-2]_Ddooutout"
1230,"SZ000690,SW:421,do[4-1]_Wdooutout,SD:231,up[7-7]_Dupoutout"
1231,"SZ002330,SW:411,up[7-8]_Wupoutin,SD:421,do[3-1]_Ddooutout"
1232,"SZ002222,SW:321,do[4-6]_Wdooutout,SD:231,do[8-2]_Ddooutout"
1233,"SZ002713,SW:411,up[3-3]_Wupinin,SD:421,up[3-3]_Dupoutout"
1234,"SZ002313,SW:321,do[4-9]_Wdooutout,SD:230,do[3-3]_Ddooutout"
1235,"SZ000718,SW:140,do[3-1]_Wdooutout,SD:140,up[4-2]_Dupoutout"
1236,"SZ002204,SW:411,up[4-4]_Wupoutout,SD:421,do[1-2]_Ddooutout"
1237,"SZ002664,SW:230,do[1-6]_Wdooutout,SD:241,up[2-3]_Dupoutout"
1238,"SZ000672,SW:230,do[3-1]_Wdooutout,SD:230,do[5-11]_Ddooutout"
1239,"SZ002045,SW:230,up[3-1]_Wupoutout,SD:411,up[4-1]_Dupoutin"
1240,"SZ000883,SW:240,up[5-3]_Wupoutout,SD:411,do[6-3]_Ddooutin"
1241,"SZ002340,SW:230,up[9-1]_Wupoutout,SD:241,do[5-2]_Ddooutout"
1242,"SZ000511,SW:140,do[8-5]_Wdooutout,SD:240,up[4-6]_Dupoutout"
1243,"SZ002452,SW:140,up[3-3]_Wupoutout,SD:411,up[4-8]_Dupoutout"
1244,"SZ002750,SW:140,do[3-4]_Wdoinout,SD:141,up[7-3]_Dupoutout"
1245,"SZ000156,SW:140,do[2-3]_Wdoinout,SD:140,do[1-1]_Ddooutout"
1246,"SZ002654,SW:240,up[1-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
1247,"SZ002362,SW:230,up[3-2]_Wupoutout,SD:241,up[3-10]_Dupoutout"
1248,"SZ000683,SW:230,up[6-7]_Wupoutout,SD:411,up[6-3]_Dupinin"
1249,"SZ000020,SW:240,up[4-3]_Wupoutout,SD:411,do[3-6]_Ddooutin"
1250,"SZ000925,SW:240,up[9-1]_Wupoutout,SD:141,up[2-6]_Dupoutout"
1251,"SZ002376,SW:140,up[1-3]_Wupoutout,SD:411,do[6-2]_Ddooutin"
1252,"SZ002651,SW:140,up[4-1]_Wupoutout,SD:141,up[3-3]_Dupoutout"
1253,"SZ002780,SW:411,up[7-5]_Wupinin,SD:140,do[3-4]_Ddoinout"
1254,"SZ002039,SW:410,do[4-6]_Wdoinin,SD:411,up[1-9]_Dupoutout"
1255,"SZ002359,SW:230,up[5-4]_Wupoutout,SD:411,do[5-2]_Ddoinin"
1256,"SZ002085,SW:230,up[7-5]_Wupoutout,SD:410,up[4-2]_Dupoutout"
1257,"SZ002035,SW:321,up[4-1]_Wupoutout,SD:321,do[6-2]_Ddooutout"
1258,"SZ000503,SW:241,up[2-3]_Wupoutout,SD:411,do[6-6]_Ddooutin"
1259,"SZ002332,SW:230,up[7-1]_Wupoutout,SD:241,do[7-3]_Ddooutout"
1260,"SZ002070,SW:240,up[10-4]_Wupoutout,SD:411,up[5-26]_Dupoutout"
1261,"SZ002554,SW:240,up[11-2]_Wupoutout,SD:141,up[1-1]_Dupoutout"
1262,"SZ002597,SW:320,do[3-4]_Wdooutout,SD:230,up[2-2]_Dupoutout"
1263,"SZ000788,SW:240,do[3-3]_Wdooutout,SD:411,up[3-3]_Dupoutout"
0,"SZ300011,SW:140,up[4-2]_Wupoutout,SD:141,do[1-2]_Ddooutout"
1,"SZ300138,SW:230,do[2-5]_Wdooutout,SD:241,up[3-3]_Dupoutout"
2,"SZ300021,SW:240,do[4-1]_Wdooutout,SD:411,up[5-7]_Dupoutout"
3,"SZ300531,SW:140,do[2-1]_Wdooutout,SD:411,up[3-8]_Dupoutout"
4,"SZ300419,SW:411,up[9-4]_Wupinin,SD:410,up[4-1]_Dupoutin"
5,"SZ300294,SW:240,up[7-4]_Wupoutout,SD:411,up[5-1]_Dupinin"
6,"SZ300078,SW:140,up[1-3]_Wupoutout,SD:411,do[7-2]_Ddooutin"
7,"SZ300147,SW:411,up[10-3]_Wupinout,SD:411,up[1-4]_Dupoutin"
8,"SZ300174,SW:230,up[3-2]_Wupoutout,SD:411,up[2-4]_Dupoutin"
9,"SZ399107,SW:240,up[6-2]_Wupoutout,SD:241,do[7-2]_Ddooutout"
10,"SZ300136,SW:321,do[1-6]_Wdooutout,SD:230,up[2-2]_Dupoutout"
11,"SZ300487,SW:140,do[1-4]_Wdoinout,SD:241,up[3-2]_Dupoutout"
12,"SZ300254,SW:140,up[9-3]_Wupoutout,SD:411,up[2-3]_Dupoutin"
13,"SZ300150,SW:140,up[7-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
14,"SZ300486,SW:411,up[4-4]_Wupoutout,SD:411,do[1-2]_Ddoinin"
15,"SZ300464,SW:411,up[5-3]_Wupoutin,SD:411,up[8-3]_Dupinin"
16,"SZ300053,SW:230,up[10-3]_Wupoutout,SD:411,do[7-2]_Ddooutin"
17,"SZ300271,SW:411,up[4-4]_Wupoutout,SD:411,up[2-2]_Dupinin"
18,"SZ300545,SW:111,up[8-1]_Wupinin,SD:241,up[2-9]_Dupoutout"
19,"SZ300463,SW:140,up[4-2]_Wupoutout,SD:411,up[2-3]_Dupoutout"
20,"SZ300013,SW:230,do[4-5]_Wdooutout,SD:240,do[2-5]_Ddooutout"
21,"SZ300131,SW:140,up[3-2]_Wupoutout,SD:411,do[11-2]_Ddooutin"
22,"SZ300066,SW:140,up[7-3]_Wupoutout,SD:241,do[1-2]_Ddooutout"
23,"SZ300441,SW:230,do[2-5]_Wdooutout,SD:241,do[4-1]_Ddooutout"
24,"SZ300097,SW:321,do[1-1]_Wdooutout,SD:231,do[6-1]_Ddooutout"
25,"SZ300404,SW:140,up[6-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
26,"SZ300317,SW:140,do[5-1]_Wdooutout,SD:240,up[4-2]_Dupoutout"
27,"SZ300071,SW:411,up[7-4]_Wupinin,SD:140,do[2-1]_Ddooutout"
28,"SZ300058,SW:140,do[2-3]_Wdoinout,SD:140,do[1-2]_Ddooutout"
29,"SZ300297,SW:140,up[13-2]_Wupoutout,SD:411,do[9-1]_Ddooutin"
30,"SZ300283,SW:140,up[7-2]_Wupoutout,SD:411,up[1-3]_Dupinin"
31,"SZ300466,SW:131,up[5-2]_Wupinout,SD:411,do[4-1]_Ddooutin"
32,"SZ300112,SW:140,do[1-1]_Wdooutout,SD:241,do[3-1]_Ddooutout"
33,"SZ300164,SW:240,up[3-4]_Wupoutout,SD:411,up[4-10]_Dupoutout"
34,"SZ300449,SW:140,do[1-1]_Wdoinout,SD:140,do[2-1]_Ddooutout"
35,"SZ300413,SW:411,up[3-4]_Wupinin,SD:420,do[2-1]_Ddooutout"
36,"SZ300242,SW:411,up[8-4]_Wupoutout,SD:411,do[7-8]_Ddooutin"
37,"SZ300322,SW:241,up[3-5]_Wupoutout,SD:410,do[3-6]_Ddoinin"
38,"SZ300153,SW:140,up[9-3]_Wupoutout,SD:411,up[3-1]_Dupoutin"
39,"SZ300418,SW:240,up[6-3]_Wupoutout,SD:411,do[5-4]_Ddooutin"
40,"SZ300201,SW:230,do[3-5]_Wdooutout,SD:141,up[2-3]_Dupoutout"
41,"SZ300214,SW:140,do[2-1]_Wdooutout,SD:411,do[2-1]_Ddoinin"
42,"SZ300344,SW:230,up[8-5]_Wupoutout,SD:411,up[2-3]_Dupoutin"
43,"SZ300264,SW:411,do[5-1]_Wdoinin,SD:230,do[3-6]_Ddooutout"
44,"SZ300480,SW:411,do[4-5]_Wdoinin,SD:241,up[2-1]_Dupoutout"
45,"SZ300125,SW:141,up[5-4]_Wupoutout,SD:411,do[4-5]_Ddoinin"
46,"SZ300355,SW:230,do[3-1]_Wdooutout,SD:230,do[3-6]_Ddooutout"
47,"SZ300273,SW:411,up[5-3]_Wupoutout,SD:411,up[1-3]_Dupoutin"
48,"SZ300538,SW:111,up[6-2]_Wupinin,SD:241,do[2-1]_Ddooutout"
49,"SZ300148,SW:240,up[2-3]_Wupoutout,SD:411,up[3-2]_Dupinin"
50,"SZ300270,SW:411,do[4-1]_Wdoinin,SD:321,do[3-6]_Ddooutout"
51,"SZ300312,SW:411,up[6-4]_Wupinin,SD:411,up[4-2]_Dupoutout"
52,"SZ300553,SW:110,do[2-1]_Wdoinin,SD:141,up[1-3]_Dupoutout"
53,"SZ300431,SW:411,up[3-2]_Wupoutin,SD:411,up[3-1]_Dupinin"
54,"SZ300127,SW:240,up[8-5]_Wupoutout,SD:411,do[6-2]_Ddoinin"
55,"SZ300120,SW:140,up[11-2]_Wupoutout,SD:411,up[3-8]_Dupoutout"
56,"SZ300256,SW:410,do[4-1]_Wdoinin,SD:240,do[2-2]_Ddooutout"
57,"SZ300252,SW:140,up[1-3]_Wupoutout,SD:411,do[5-5]_Ddooutin"
58,"SZ300102,SW:321,up[7-7]_Wupoutout,SD:321,do[2-3]_Ddooutout"
59,"SZ300472,SW:411,up[3-1]_Wupoutin,SD:411,up[3-1]_Dupinin"
60,"SZ300443,SW:140,do[1-1]_Wdooutout,SD:141,up[1-3]_Dupoutout"
61,"SZ300149,SW:230,up[3-3]_Wupoutout,SD:411,do[7-3]_Ddooutin"
62,"SZ300132,SW:140,do[2-2]_Wdoinout,SD:140,up[8-3]_Dupoutout"
63,"SZ300213,SW:411,up[9-4]_Wupoutout,SD:411,do[6-2]_Ddoinin"
64,"SZ300332,SW:241,up[6-4]_Wupoutout,SD:411,do[7-1]_Ddoinin"
65,"SZ300475,SW:411,up[3-2]_Wupoutin,SD:141,do[9-7]_Ddooutout"
66,"SZ300067,SW:140,do[5-1]_Wdooutout,SD:141,do[4-4]_Ddooutout"
67,"SZ300251,SW:411,up[3-2]_Wupinin,SD:321,do[1-1]_Ddooutout"
68,"SZ300303,SW:140,do[2-1]_Wdooutout,SD:241,do[1-2]_Ddooutout"
69,"SZ300387,SW:140,do[3-1]_Wdooutout,SD:411,up[1-1]_Dupoutin"
70,"SZ300376,SW:230,do[6-3]_Wdooutout,SD:140,do[2-4]_Ddooutout"
71,"SZ300380,SW:411,up[9-4]_Wupinin,SD:411,up[5-1]_Dupinin"
72,"SZ300468,SW:411,up[3-3]_Wupoutout,SD:411,up[4-1]_Dupinin"
73,"SZ300435,SW:411,do[2-6]_Wdoinin,SD:241,up[3-4]_Dupoutout"
74,"SZ300197,SW:230,up[5-3]_Wupoutout,SD:411,do[5-3]_Ddoinin"
75,"SZ300151,SW:140,do[3-1]_Wdooutout,SD:411,do[2-1]_Ddoinin"
76,"SZ300261,SW:410,up[5-3]_Wupinin,SD:411,do[1-2]_Ddoinin"
77,"SZ300498,SW:411,do[3-7]_Wdoinin,SD:230,up[5-1]_Dupoutout"
78,"SZ300407,SW:240,up[4-2]_Wupoutout,SD:411,do[9-1]_Ddooutin"
79,"SZ300528,SW:111,up[8-5]_Wupinin,SD:411,up[5-8]_Dupoutout"
80,"SZ300326,SW:140,up[6-2]_Wupinout,SD:241,up[1-1]_Dupoutout"
81,"SZ300206,SW:140,up[10-2]_Wupoutout,SD:411,up[2-3]_Dupoutin"
82,"SZ300358,SW:140,do[3-1]_Wdooutout,SD:241,do[3-5]_Ddooutout"
83,"SZ300042,SW:240,up[1-1]_Wupoutout,SD:411,do[4-3]_Ddooutout"
84,"SZ300338,SW:230,up[7-3]_Wupoutout,SD:411,do[3-4]_Ddoinin"
85,"SZ300521,SW:141,up[6-4]_Wupoutout,SD:411,do[3-1]_Ddoinin"
86,"SZ300004,SW:411,up[6-4]_Wupinin,SD:411,up[1-4]_Dupinin"
87,"SZ300471,SW:140,do[1-1]_Wdooutout,SD:141,up[7-4]_Dupoutout"
88,"SZ300244,SW:140,do[3-8]_Wdoinout,SD:240,do[7-5]_Ddooutout"
89,"SZ300333,SW:140,up[7-3]_Wupoutout,SD:411,do[4-4]_Ddooutin"
90,"SZ300218,SW:140,up[7-3]_Wupoutout,SD:411,up[1-3]_Dupoutout"
91,"SZ300474,SW:421,do[1-1]_Wdooutout,SD:230,do[7-3]_Ddooutout"
92,"SZ300351,SW:140,do[1-1]_Wdooutout,SD:241,up[2-3]_Dupoutout"
93,"SZ300035,SW:230,up[10-3]_Wupoutout,SD:411,up[1-3]_Dupoutout"
94,"SZ300522,SW:140,do[2-1]_Wdooutout,SD:411,do[3-1]_Ddoinin"
95,"SZ300024,SW:140,up[6-3]_Wupoutout,SD:411,up[1-5]_Dupoutout"
96,"SZ300452,SW:411,do[4-3]_Wdoinin,SD:240,do[4-5]_Ddooutout"
97,"SZ300118,SW:140,do[6-10]_Wdooutout,SD:141,do[7-4]_Ddooutout"
98,"SZ300072,SW:321,up[5-3]_Wupoutout,SD:321,do[2-3]_Ddooutout"
99,"SZ300115,SW:230,up[11-2]_Wupoutout,SD:241,do[6-6]_Ddooutout"
100,"SZ300217,SW:140,up[9-3]_Wupoutout,SD:411,do[8-5]_Ddooutin"
101,"SZ300488,SW:140,up[4-2]_Wupinout,SD:241,do[1-2]_Ddooutout"
102,"SZ300091,SW:321,up[2-1]_Wupoutout,SD:320,do[3-3]_Ddooutout"
103,"SZ300025,SW:140,up[1-3]_Wupoutout,SD:411,do[7-2]_Ddoinin"
104,"SZ300461,SW:230,do[7-7]_Wdooutout,SD:240,up[3-1]_Dupoutout"
105,"SZ300248,SW:140,up[8-4]_Wupoutout,SD:411,up[1-1]_Dupinin"
106,"SZ300275,SW:240,up[4-2]_Wupoutout,SD:411,do[2-1]_Ddoinin"
107,"SZ300212,SW:411,up[7-3]_Wupoutout,SD:411,up[2-3]_Dupinin"
108,"SZ300450,SW:230,do[2-6]_Wdooutout,SD:240,do[3-4]_Ddooutout"
109,"SZ300440,SW:140,up[8-5]_Wupoutout,SD:411,up[2-2]_Dupinin"
110,"SZ300040,SW:140,do[3-2]_Wdooutout,SD:140,up[4-1]_Dupoutout"
111,"SZ300400,SW:140,up[6-2]_Wupoutout,SD:241,up[3-1]_Dupoutout"
112,"SZ399001,SW:230,up[7-1]_Wupoutout,SD:241,do[7-3]_Ddooutout"
113,"SZ300547,SW:110,do[3-6]_Wdoinin,SD:241,up[3-3]_Dupoutout"
114,"SZ300163,SW:240,up[6-4]_Wupoutout,SD:141,up[3-9]_Dupoutout"
115,"SZ300346,SW:410,up[4-2]_Wupinin,SD:241,do[5-3]_Ddooutout"
116,"SZ300279,SW:411,up[5-7]_Wupoutout,SD:411,do[5-3]_Ddoinin"
117,"SZ300135,SW:140,up[6-6]_Wupoutout,SD:411,do[2-1]_Ddoinin"
118,"SZ300172,SW:240,up[6-4]_Wupoutout,SD:411,do[7-2]_Ddooutin"
119,"SZ300479,SW:140,up[8-4]_Wupoutout,SD:411,do[6-2]_Ddoinin"
120,"SZ300094,SW:411,up[1-7]_Wupoutout,SD:421,do[4-5]_Ddoinout"
121,"SZ300541,SW:111,up[12-3]_Wupinin,SD:411,do[4-4]_Ddooutin"
122,"SZ300165,SW:140,up[8-2]_Wupoutout,SD:141,up[1-3]_Dupoutout"
123,"SZ300282,SW:140,do[4-5]_Wdoinout,SD:240,up[2-2]_Dupoutout"
124,"SZ300166,SW:141,up[2-2]_Wupoutout,SD:411,do[9-1]_Ddooutin"
125,"SZ300308,SW:321,up[4-2]_Wupoutout,SD:321,up[1-1]_Dupoutout"
126,"SZ300234,SW:240,do[4-7]_Wdooutout,SD:140,do[3-5]_Ddooutout"
